Word,Word_Start_Time,Word_End_Time,Phoneme,Phoneme_Position,Phoneme_Start_Time,Phoneme_End_Time
quick,234.38,234.45,IH,1,234.38,234.44
quick,234.38,234.45,K,2,234.44,234.45
[SIL],234.45,234.5,[SIL],1,234.45,234.5
quick,234.5,234.54,K,1,234.5,234.54
[SIL],234.54,234.6,[SIL],1,234.54,234.6
quick,234.6,234.65,K,1,234.6,234.65
let's,234.65,235.08,L,1,234.65,234.66
let's,234.65,235.08,EH,2,234.66,234.77
let's,234.65,235.08,T,3,234.77,235.08
[SIL],235.08,235.12,[SIL],1,235.08,235.12
let's,235.12,235.13,T,1,235.12,235.13
[SIL],235.13,235.59,[SIL],1,235.13,235.59
let's,235.59,235.6,S,1,235.59,235.6
[SIL],235.6,235.7,[SIL],1,235.6,235.7
catch,235.7,235.72,K,1,235.7,235.71
catch,235.7,235.72,AE,2,235.71,235.72
[SIL],235.72,236.13,[SIL],1,235.72,236.13
catch,236.13,236.15,AE,1,236.13,236.15
[SIL],236.15,236.2,[SIL],1,236.15,236.2
catch,236.2,236.56,AE,1,236.2,236.56
[SIL],236.56,236.61,[SIL],1,236.56,236.61
catch,236.61,237.73,AE,1,236.61,237.73
[SIL],237.73,238.93,[SIL],1,237.73,238.93
catch,238.93,239.19,AE,1,238.93,239.19
[SIL],239.19,239.25,[SIL],1,239.19,239.25
catch,239.25,239.3,AE,1,239.25,239.3
[SIL],239.3,239.49,[SIL],1,239.3,239.49
catch,239.49,239.86,AE,1,239.49,239.86
[SIL],239.86,239.96,[SIL],1,239.86,239.96
catch,239.96,239.97,AE,1,239.96,239.97
[SIL],239.97,240.91,[SIL],1,239.97,240.91
catch,240.91,240.92,CH,1,240.91,240.92
it,240.92,240.97,IH,1,240.92,240.96
it,240.92,240.97,T,2,240.96,240.97
rainbow,240.97,241.07,R,1,240.97,240.98
rainbow,240.97,241.07,EY,2,240.98,240.99
rainbow,240.97,241.07,N,3,240.99,241.0
rainbow,240.97,241.07,B,4,241.0,241.01
rainbow,240.97,241.07,OW,5,241.01,241.02
rainbow,240.97,241.07,R,6,241.02,241.03
rainbow,240.97,241.07,EY,7,241.03,241.04
rainbow,240.97,241.07,N,8,241.04,241.05
rainbow,240.97,241.07,B,9,241.05,241.06
rainbow,240.97,241.07,OW,10,241.06,241.07
it's,241.07,241.09,IH,1,241.07,241.08
it's,241.07,241.09,T,2,241.08,241.09
[SIL],241.09,241.25,[SIL],1,241.09,241.25
it's,241.25,241.29,S,1,241.25,241.29
a,241.29,241.31,AH,1,241.29,241.31
[SIL],241.31,241.36,[SIL],1,241.31,241.36
a,241.36,241.49,AH,1,241.36,241.49
[SIL],241.49,241.76,[SIL],1,241.49,241.76
rainy,241.76,242.04,R,1,241.76,241.83
rainy,241.76,242.04,EY,2,241.83,241.95
rainy,241.76,242.04,N,3,241.95,242.03
rainy,241.76,242.04,IY,4,242.03,242.04
sunny,242.04,242.12,S,1,242.04,242.05
sunny,242.04,242.12,AH,2,242.05,242.12
[SIL],242.12,242.26,[SIL],1,242.12,242.26
sunny,242.26,242.29,AH,1,242.26,242.29
[SIL],242.29,242.33,[SIL],1,242.29,242.33
sunny,242.33,242.52,AH,1,242.33,242.36
sunny,242.33,242.52,N,2,242.36,242.51
sunny,242.33,242.52,IY,3,242.51,242.52
day,242.52,242.54,D,1,242.52,242.53
day,242.52,242.54,EY,2,242.53,242.54
it,242.54,242.56,IH,1,242.54,242.55
it,242.54,242.56,T,2,242.55,242.56
stopped,242.56,242.61,S,1,242.56,242.57
stopped,242.56,242.61,T,2,242.57,242.58
stopped,242.56,242.61,AA,3,242.58,242.59
stopped,242.56,242.61,P,4,242.59,242.6
stopped,242.56,242.61,T,5,242.6,242.61
raining,242.61,242.97,R,1,242.61,242.8
raining,242.61,242.97,EY,2,242.8,242.81
raining,242.61,242.97,N,3,242.81,242.97
[SIL],242.97,243.27,[SIL],1,242.97,243.27
raining,243.27,243.46,N,1,243.27,243.46
[SIL],243.46,243.67,[SIL],1,243.46,243.67
raining,243.67,243.69,N,1,243.67,243.68
raining,243.67,243.69,IH,2,243.68,243.69
[SIL],243.69,243.73,[SIL],1,243.69,243.73
raining,243.73,243.74,NG,1,243.73,243.74
and,243.74,243.81,AH,1,243.74,243.81
[SIL],243.81,243.87,[SIL],1,243.81,243.87
and,243.87,243.89,AH,1,243.87,243.89
[SIL],243.89,243.96,[SIL],1,243.89,243.96
and,243.96,243.98,AH,1,243.96,243.98
[SIL],243.98,244.08,[SIL],1,243.98,244.08
and,244.08,244.19,AH,1,244.08,244.19
[SIL],244.19,244.23,[SIL],1,244.19,244.23
and,244.23,244.26,AH,1,244.23,244.26
[SIL],244.26,244.3,[SIL],1,244.26,244.3
and,244.3,244.41,N,1,244.3,244.4
and,244.3,244.41,D,2,244.4,244.41
the,244.41,244.6,DH,1,244.41,244.42
the,244.41,244.6,AH,2,244.42,244.6
[SIL],244.6,244.93,[SIL],1,244.6,244.93
the,244.93,244.97,AH,1,244.93,244.97
[SIL],244.97,245.16,[SIL],1,244.97,245.16
the,245.16,245.22,AH,1,245.16,245.22
[SIL],245.22,245.27,[SIL],1,245.22,245.27
the,245.27,245.32,AH,1,245.27,245.32
rainbow,245.32,245.5,R,1,245.32,245.33
rainbow,245.32,245.5,EY,2,245.33,245.34
rainbow,245.32,245.5,N,3,245.34,245.5
[SIL],245.5,248.29,[SIL],1,245.5,248.29
rainbow,248.29,248.31,B,1,248.29,248.3
rainbow,248.29,248.31,OW,2,248.3,248.31
is,248.31,248.33,IH,1,248.31,248.32
is,248.31,248.33,Z,2,248.32,248.33
gone,248.33,248.36,G,1,248.33,248.34
gone,248.33,248.36,AO,2,248.34,248.35
gone,248.33,248.36,N,3,248.35,248.36
don't,248.36,248.4,D,1,248.36,248.37
don't,248.36,248.4,OW,2,248.37,248.38
don't,248.36,248.4,N,3,248.38,248.39
don't,248.36,248.4,T,4,248.39,248.4
worry,248.4,248.41,W,1,248.4,248.41
[SIL],248.41,248.49,[SIL],1,248.41,248.49
worry,248.49,248.58,ER,1,248.49,248.5
worry,248.49,248.58,IY,2,248.5,248.58
[SIL],248.58,248.72,[SIL],1,248.58,248.72
worry,248.72,248.8,IY,1,248.72,248.8
george,248.8,249.18,JH,1,248.8,248.81
george,248.8,249.18,AO,2,248.81,248.99
george,248.8,249.18,R,3,248.99,249.03
george,248.8,249.18,JH,4,249.03,249.18
[SIL],249.18,249.57,[SIL],1,249.18,249.57
maybe,249.57,249.8,M,1,249.57,249.58
maybe,249.57,249.8,EY,2,249.58,249.8
[SIL],249.8,249.84,[SIL],1,249.8,249.84
maybe,249.84,249.85,EY,1,249.84,249.85
[SIL],249.85,249.91,[SIL],1,249.85,249.91
maybe,249.91,250.02,B,1,249.91,249.92
maybe,249.91,250.02,IY,2,249.92,250.02
the,250.02,250.15,DH,1,250.02,250.07
the,250.02,250.15,AH,2,250.07,250.15
rainbow,250.15,250.68,R,1,250.15,250.25
rainbow,250.15,250.68,EY,2,250.25,250.39
rainbow,250.15,250.68,N,3,250.39,250.51
rainbow,250.15,250.68,B,4,250.51,250.53
rainbow,250.15,250.68,OW,5,250.53,250.68
has,250.68,250.85,HH,1,250.68,250.76
has,250.68,250.85,AE,2,250.76,250.79
has,250.68,250.85,Z,3,250.79,250.85
left,250.85,251.04,L,1,250.85,250.93
left,250.85,251.04,EH,2,250.93,251.01
left,250.85,251.04,F,3,251.01,251.02
left,250.85,251.04,T,4,251.02,251.04
[SIL],251.04,251.08,[SIL],1,251.04,251.08
left,251.08,251.13,T,1,251.08,251.13
some,251.13,251.36,S,1,251.13,251.22
some,251.13,251.36,AH,2,251.22,251.35
some,251.13,251.36,M,3,251.35,251.36
treasure,251.36,251.45,T,1,251.36,251.45
[SIL],251.45,251.54,[SIL],1,251.45,251.54
treasure,251.54,251.79,T,1,251.54,251.56
treasure,251.54,251.79,R,2,251.56,251.6
treasure,251.54,251.79,EH,3,251.6,251.74
treasure,251.54,251.79,ZH,4,251.74,251.78
treasure,251.54,251.79,ER,5,251.78,251.79
behind,251.79,251.83,B,1,251.79,251.8
behind,251.79,251.83,IH,2,251.8,251.83
[SIL],251.83,251.99,[SIL],1,251.83,251.99
behind,251.99,252.02,HH,1,251.99,252.02
[SIL],252.02,252.06,[SIL],1,252.02,252.06
behind,252.06,252.57,HH,1,252.06,252.19
behind,252.06,252.57,AY,2,252.19,252.4
behind,252.06,252.57,N,3,252.4,252.54
behind,252.06,252.57,D,4,252.54,252.57
[SIL],252.57,252.94,[SIL],1,252.57,252.94
there's,252.94,253.12,DH,1,252.94,252.98
there's,252.94,253.12,EH,2,252.98,253.09
there's,252.94,253.12,R,3,253.09,253.1
there's,252.94,253.12,Z,4,253.1,253.12
something,253.12,253.34,S,1,253.12,253.34
[SIL],253.34,253.39,[SIL],1,253.34,253.39
something,253.39,253.59,S,1,253.39,253.42
something,253.39,253.59,AH,2,253.42,253.51
something,253.39,253.59,M,3,253.51,253.56
something,253.39,253.59,TH,4,253.56,253.57
something,253.39,253.59,IH,5,253.57,253.58
something,253.39,253.59,NG,6,253.58,253.59
over,253.59,253.62,OW,1,253.59,253.6
over,253.59,253.62,V,2,253.6,253.61
over,253.59,253.62,ER,3,253.61,253.62
here,253.62,253.64,HH,1,253.62,253.63
here,253.62,253.64,IY,2,253.63,253.64
[SIL],253.64,253.74,[SIL],1,253.64,253.74
here,253.74,253.75,R,1,253.74,253.75
have,253.75,253.78,HH,1,253.75,253.76
have,253.75,253.78,AE,2,253.76,253.77
have,253.75,253.78,V,3,253.77,253.78
you,253.78,253.8,Y,1,253.78,253.79
you,253.78,253.8,UW,2,253.79,253.8
found,253.8,253.84,F,1,253.8,253.81
found,253.8,253.84,AW,2,253.81,253.82
found,253.8,253.84,N,3,253.82,253.83
found,253.8,253.84,D,4,253.83,253.84
[SIL],253.84,253.94,[SIL],1,253.84,253.94
the,253.94,254.18,DH,1,253.94,253.95
the,253.94,254.18,AH,2,253.95,254.18
rainbow,254.18,254.49,R,1,254.18,254.19
rainbow,254.18,254.49,EY,2,254.19,254.46
rainbow,254.18,254.49,N,3,254.46,254.47
rainbow,254.18,254.49,B,4,254.47,254.48
rainbow,254.18,254.49,OW,5,254.48,254.49
treasure,254.49,254.58,T,1,254.49,254.5
treasure,254.49,254.58,R,2,254.5,254.51
treasure,254.49,254.58,EH,3,254.51,254.53
treasure,254.49,254.58,ZH,4,254.53,254.54
treasure,254.49,254.58,ER,5,254.54,254.58
[SIL],254.58,256.96,[SIL],1,254.58,256.96
yes,256.96,257.1,Y,1,256.96,256.97
yes,256.96,257.1,EH,2,256.97,257.1
[SIL],257.1,257.14,[SIL],1,257.1,257.14
yes,257.14,257.18,EH,1,257.14,257.18
[SIL],257.18,257.47,[SIL],1,257.18,257.47
yes,257.47,257.48,EH,1,257.47,257.48
[SIL],257.48,257.56,[SIL],1,257.48,257.56
yes,257.56,257.57,EH,1,257.56,257.57
[SIL],257.57,257.63,[SIL],1,257.57,257.63
yes,257.63,258.11,EH,1,257.63,257.89
yes,257.63,258.11,S,2,257.89,258.11
i,258.11,258.19,AY,1,258.11,258.19
[SIL],258.19,258.4,[SIL],1,258.19,258.4
i,258.4,258.78,AY,1,258.4,258.78
[SIL],258.78,259.1,[SIL],1,258.78,259.1
have,259.1,259.44,HH,1,259.1,259.12
have,259.1,259.44,AE,2,259.12,259.43
have,259.1,259.44,V,3,259.43,259.44
a,259.44,259.45,AH,1,259.44,259.45
big,259.45,259.48,B,1,259.45,259.46
big,259.45,259.48,IH,2,259.46,259.47
big,259.45,259.48,G,3,259.47,259.48
muddy,259.48,259.52,M,1,259.48,259.49
muddy,259.48,259.52,AH,2,259.49,259.5
muddy,259.48,259.52,D,3,259.5,259.51
muddy,259.48,259.52,IY,4,259.51,259.52
[SIL],259.52,259.75,[SIL],1,259.52,259.75
puddle,259.75,259.76,P,1,259.75,259.76
[SIL],259.76,259.98,[SIL],1,259.76,259.98
puddle,259.98,260.08,AH,1,259.98,260.04
puddle,259.98,260.08,D,2,260.04,260.08
[SIL],260.08,260.19,[SIL],1,260.08,260.19
puddle,260.19,260.2,D,1,260.19,260.2
[SIL],260.2,260.33,[SIL],1,260.2,260.33
puddle,260.33,260.34,D,1,260.33,260.34
[SIL],260.34,260.52,[SIL],1,260.34,260.52
puddle,260.52,260.69,D,1,260.52,260.55
puddle,260.52,260.69,AH,2,260.55,260.6
puddle,260.52,260.69,L,3,260.6,260.69
[SIL],260.69,260.87,[SIL],1,260.69,260.87
hi,260.87,261.04,HH,1,260.87,260.88
hi,260.87,261.04,AY,2,260.88,261.04
this,261.04,261.09,DH,1,261.04,261.09
[SIL],261.09,265.69,[SIL],1,261.09,265.69
this,265.69,265.7,IH,1,265.69,265.7
[SIL],265.7,265.87,[SIL],1,265.7,265.87
this,265.87,265.9,S,1,265.87,265.9
is,265.9,265.92,IH,1,265.9,265.91
is,265.9,265.92,Z,2,265.91,265.92
[SIL],265.92,266.12,[SIL],1,265.92,266.12
the,266.12,266.15,DH,1,266.12,266.14
the,266.12,266.15,AH,2,266.14,266.15
[SIL],266.15,266.39,[SIL],1,266.15,266.39
best,266.39,266.41,B,1,266.39,266.4
best,266.39,266.41,EH,2,266.4,266.41
[SIL],266.41,266.74,[SIL],1,266.41,266.74
best,266.74,266.78,S,1,266.74,266.78
[SIL],266.78,267.83,[SIL],1,266.78,267.83
best,267.83,267.84,T,1,267.83,267.84
[SIL],267.84,268.18,[SIL],1,267.84,268.18
rainbow,268.18,268.21,R,1,268.18,268.19
rainbow,268.18,268.21,EY,2,268.19,268.2
rainbow,268.18,268.21,N,3,268.2,268.21
[SIL],268.21,272.32,[SIL],1,268.21,272.32
rainbow,272.32,272.33,B,1,272.32,272.33
[SIL],272.33,272.45,[SIL],1,272.33,272.45
rainbow,272.45,272.46,OW,1,272.45,272.46
[SIL],272.46,272.67,[SIL],1,272.46,272.67
treasure,272.67,272.72,T,1,272.67,272.68
treasure,272.67,272.72,R,2,272.68,272.69
treasure,272.67,272.72,EH,3,272.69,272.7
treasure,272.67,272.72,ZH,4,272.7,272.71
treasure,272.67,272.72,ER,5,272.71,272.72
ever,272.72,272.75,EH,1,272.72,272.73
ever,272.72,272.75,V,2,272.73,272.74
ever,272.72,272.75,ER,3,272.74,272.75
petrol's,272.75,272.77,P,1,272.75,272.76
petrol's,272.75,272.77,EH,2,272.76,272.77
[SIL],272.77,272.97,[SIL],1,272.77,272.97
petrol's,272.97,273.1,T,1,272.97,272.98
petrol's,272.97,273.1,R,2,272.98,273.1
[SIL],273.1,273.16,[SIL],1,273.1,273.16
petrol's,273.16,273.21,R,1,273.16,273.21
[SIL],273.21,273.3,[SIL],1,273.21,273.3
petrol's,273.3,273.5,R,1,273.3,273.39
petrol's,273.3,273.5,AH,2,273.39,273.43
petrol's,273.3,273.5,L,3,273.43,273.5
[SIL],273.5,273.55,[SIL],1,273.5,273.55
petrol's,273.55,273.58,L,1,273.55,273.58
[SIL],273.58,273.69,[SIL],1,273.58,273.69
petrol's,273.69,273.75,L,1,273.69,273.74
petrol's,273.69,273.75,Z,2,273.74,273.75
[SIL],273.75,274.27,[SIL],1,273.75,274.27
caught,274.27,274.33,K,1,274.27,274.31
caught,274.27,274.33,AA,2,274.31,274.32
caught,274.27,274.33,T,3,274.32,274.33
it,274.33,274.38,IH,1,274.33,274.38
[SIL],274.38,274.81,[SIL],1,274.38,274.81
it,274.81,274.82,IH,1,274.81,274.82
[SIL],274.82,275.81,[SIL],1,274.82,275.81
it,275.81,275.96,IH,1,275.81,275.89
it,275.81,275.96,T,2,275.89,275.96
is,275.96,276.09,IH,1,275.96,276.04
is,275.96,276.09,Z,2,276.04,276.09
a,276.09,276.18,AH,1,276.09,276.18
school,276.18,276.31,S,1,276.18,276.31
[SIL],276.31,276.37,[SIL],1,276.31,276.37
school,276.37,276.68,K,1,276.37,276.41
school,276.37,276.68,UW,2,276.41,276.61
school,276.37,276.68,L,3,276.61,276.68
day,276.68,276.92,D,1,276.68,276.75
day,276.68,276.92,EY,2,276.75,276.92
[SIL],276.92,277.01,[SIL],1,276.92,277.01
day,277.01,277.02,EY,1,277.01,277.02
[SIL],277.02,277.08,[SIL],1,277.02,277.08
pepper,277.08,277.09,P,1,277.08,277.09
[SIL],277.09,277.69,[SIL],1,277.09,277.69
pepper,277.69,277.76,EH,1,277.69,277.76
[SIL],277.76,277.81,[SIL],1,277.76,277.81
pepper,277.81,277.94,P,1,277.81,277.82
pepper,277.81,277.94,ER,2,277.82,277.94
and,277.94,278.06,AH,1,277.94,277.96
and,277.94,278.06,N,2,277.96,277.97
and,277.94,278.06,D,3,277.97,278.06
her,278.06,278.19,HH,1,278.06,278.13
her,278.06,278.19,ER,2,278.13,278.19
friends,278.19,278.65,F,1,278.19,278.32
friends,278.19,278.65,R,2,278.32,278.37
friends,278.19,278.65,EH,3,278.37,278.42
friends,278.19,278.65,N,4,278.42,278.54
friends,278.19,278.65,D,5,278.54,278.64
friends,278.19,278.65,Z,6,278.64,278.65
are,278.65,278.67,AA,1,278.65,278.66
are,278.65,278.67,R,2,278.66,278.67
having,278.67,278.71,HH,1,278.67,278.71
[SIL],278.71,278.79,[SIL],1,278.71,278.79
having,278.79,279.02,HH,1,278.79,278.82
having,278.79,279.02,AE,2,278.82,278.87
having,278.79,279.02,V,3,278.87,278.91
having,278.79,279.02,IH,4,278.91,278.97
having,278.79,279.02,NG,5,278.97,279.02
a,279.02,279.08,AH,1,279.02,279.08
music,279.08,279.53,M,1,279.08,279.22
music,279.08,279.53,Y,2,279.22,279.26
music,279.08,279.53,UW,3,279.26,279.34
music,279.08,279.53,Z,4,279.34,279.41
music,279.08,279.53,IH,5,279.41,279.46
music,279.08,279.53,K,6,279.46,279.53
lesson,279.53,279.92,L,1,279.53,279.6
lesson,279.53,279.92,EH,2,279.6,279.69
lesson,279.53,279.92,S,3,279.69,279.79
lesson,279.53,279.92,AH,4,279.79,279.8
lesson,279.53,279.92,N,5,279.8,279.92
[SIL],279.92,280.67,[SIL],1,279.92,280.67
miss,280.67,280.7,M,1,280.67,280.68
miss,280.67,280.7,IH,2,280.68,280.69
miss,280.67,280.7,S,3,280.69,280.7
poly,280.7,281.8,P,1,280.7,280.71
poly,280.7,281.8,AA,2,280.71,280.72
poly,280.7,281.8,L,3,280.72,281.8
[SIL],281.8,281.9,[SIL],1,281.8,281.9
poly,281.9,281.91,L,1,281.9,281.91
[SIL],281.91,282.27,[SIL],1,281.91,282.27
poly,282.27,282.33,L,1,282.27,282.33
[SIL],282.33,282.73,[SIL],1,282.33,282.73
poly,282.73,283.12,L,1,282.73,282.84
poly,282.73,283.12,IY,2,282.84,283.12
[SIL],283.12,283.45,[SIL],1,283.12,283.45
poly,283.45,283.99,IY,1,283.45,283.99
had,283.99,284.41,HH,1,283.99,284.1
had,283.99,284.41,AE,2,284.1,284.32
had,283.99,284.41,D,3,284.32,284.41
a,284.41,284.58,AH,1,284.41,284.58
doll,284.58,284.79,D,1,284.58,284.77
doll,284.58,284.79,AA,2,284.77,284.78
doll,284.58,284.79,L,3,284.78,284.79
sorry,284.79,284.83,S,1,284.79,284.8
sorry,284.79,284.83,AA,2,284.8,284.81
sorry,284.79,284.83,R,3,284.81,284.82
sorry,284.79,284.83,IY,4,284.82,284.83
madame,284.83,285.01,M,1,284.83,284.84
madame,284.83,285.01,AE,2,284.84,285.01
[SIL],285.01,286.46,[SIL],1,285.01,286.46
madame,286.46,286.48,AE,1,286.46,286.48
[SIL],286.48,287.05,[SIL],1,286.48,287.05
madame,287.05,287.15,AE,1,287.05,287.15
[SIL],287.15,287.26,[SIL],1,287.15,287.26
madame,287.26,287.43,D,1,287.26,287.28
madame,287.26,287.43,AH,2,287.28,287.43
[SIL],287.43,287.52,[SIL],1,287.43,287.52
madame,287.52,287.53,AH,1,287.52,287.53
[SIL],287.53,287.59,[SIL],1,287.53,287.59
madame,287.59,287.6,M,1,287.59,287.6
gazelle,287.6,287.61,G,1,287.6,287.61
[SIL],287.61,287.68,[SIL],1,287.61,287.68
gazelle,287.68,287.69,AH,1,287.68,287.69
[SIL],287.69,287.79,[SIL],1,287.69,287.79
gazelle,287.79,288.0,AH,1,287.79,287.86
gazelle,287.79,288.0,Z,2,287.86,287.87
gazelle,287.79,288.0,EH,3,287.87,288.0
[SIL],288.0,288.17,[SIL],1,288.0,288.17
gazelle,288.17,288.22,L,1,288.17,288.22
[SIL],288.22,289.1,[SIL],1,288.22,289.1
gazelle,289.1,289.2,L,1,289.1,289.2
oh,289.2,289.21,OW,1,289.2,289.21
dear,289.21,289.22,D,1,289.21,289.22
[SIL],289.22,289.27,[SIL],1,289.22,289.27
dear,289.27,289.49,IH,1,289.27,289.48
dear,289.27,289.49,R,2,289.48,289.49
[SIL],289.49,289.9,[SIL],1,289.49,289.9
pedro,289.9,290.31,P,1,289.9,289.92
pedro,289.9,290.31,EY,2,289.92,289.93
pedro,289.9,290.31,D,3,289.93,290.15
pedro,289.9,290.31,R,4,290.15,290.22
pedro,289.9,290.31,OW,5,290.22,290.31
has,290.31,290.48,HH,1,290.31,290.38
has,290.31,290.48,AE,2,290.38,290.42
has,290.31,290.48,Z,3,290.42,290.48
a,290.48,290.58,AH,1,290.48,290.58
cough,290.58,291.02,K,1,290.58,290.7
cough,290.58,291.02,AA,2,290.7,290.82
cough,290.58,291.02,F,3,290.82,291.02
[SIL],291.02,291.17,[SIL],1,291.02,291.17
not,291.17,291.2,N,1,291.17,291.2
[SIL],291.2,291.29,[SIL],1,291.2,291.29
not,291.29,291.49,N,1,291.29,291.45
not,291.29,291.49,AA,2,291.45,291.46
not,291.29,291.49,T,3,291.46,291.49
[SIL],291.49,291.57,[SIL],1,291.49,291.57
not,291.57,291.64,T,1,291.57,291.64
to,291.64,291.68,UW,1,291.64,291.68
worry,291.68,291.84,W,1,291.68,291.82
worry,291.68,291.84,ER,2,291.82,291.83
worry,291.68,291.84,IY,3,291.83,291.84
i'll,291.84,291.98,AY,1,291.84,291.98
[SIL],291.98,292.06,[SIL],1,291.98,292.06
i'll,292.06,292.09,AY,1,292.06,292.09
[SIL],292.09,292.59,[SIL],1,292.09,292.59
i'll,292.59,292.68,AY,1,292.59,292.68
[SIL],292.68,292.72,[SIL],1,292.68,292.72
i'll,292.72,292.87,AY,1,292.72,292.82
i'll,292.72,292.87,L,2,292.82,292.87
ring,292.87,292.89,R,1,292.87,292.88
ring,292.87,292.89,IH,2,292.88,292.89
[SIL],292.89,292.98,[SIL],1,292.89,292.98
ring,292.98,293.04,IH,1,292.98,293.03
ring,292.98,293.04,NG,2,293.03,293.04
[SIL],293.04,293.42,[SIL],1,293.04,293.42
dr,293.42,293.72,D,1,293.42,293.72
[SIL],293.72,293.8,[SIL],1,293.72,293.8
dr,293.8,293.95,D,1,293.8,293.85
dr,293.8,293.95,R,2,293.85,293.86
dr,293.8,293.95,AY,3,293.86,293.94
dr,293.8,293.95,V,4,293.94,293.95
brownbear,293.95,293.97,B,1,293.95,293.97
[SIL],293.97,294.03,[SIL],1,293.97,294.03
brownbear,294.03,294.65,B,1,294.03,294.12
brownbear,294.03,294.65,R,2,294.12,294.17
brownbear,294.03,294.65,AW,3,294.17,294.49
brownbear,294.03,294.65,N,4,294.49,294.63
brownbear,294.03,294.65,B,5,294.63,294.64
brownbear,294.03,294.65,ER,6,294.64,294.65
dr,294.65,294.89,D,1,294.65,294.72
dr,294.65,294.89,R,2,294.72,294.73
dr,294.65,294.89,AY,3,294.73,294.89
[SIL],294.89,295.57,[SIL],1,294.89,295.57
dr,295.57,295.58,AY,1,295.57,295.58
[SIL],295.58,296.01,[SIL],1,295.58,296.01
dr,296.01,296.04,AY,1,296.01,296.04
[SIL],296.04,296.14,[SIL],1,296.04,296.14
dr,296.14,296.16,AY,1,296.14,296.16
[SIL],296.16,296.27,[SIL],1,296.16,296.27
dr,296.27,296.29,V,1,296.27,296.29
[SIL],296.29,298.58,[SIL],1,296.29,298.58
brownbear,298.58,298.71,B,1,298.58,298.59
brownbear,298.58,298.71,R,2,298.59,298.71
[SIL],298.71,298.77,[SIL],1,298.71,298.77
brownbear,298.77,298.87,R,1,298.77,298.87
[SIL],298.87,298.94,[SIL],1,298.87,298.94
brownbear,298.94,299.2,R,1,298.94,299.06
brownbear,298.94,299.2,AW,2,299.06,299.15
brownbear,298.94,299.2,N,3,299.15,299.2
[SIL],299.2,299.32,[SIL],1,299.2,299.32
brownbear,299.32,299.59,N,1,299.32,299.33
brownbear,299.32,299.59,B,2,299.33,299.35
brownbear,299.32,299.59,ER,3,299.35,299.59
speaking,299.59,300.12,S,1,299.59,299.71
speaking,299.59,300.12,P,2,299.71,299.77
speaking,299.59,300.12,IY,3,299.77,299.85
speaking,299.59,300.12,K,4,299.85,299.92
speaking,299.59,300.12,IH,5,299.92,300.0
speaking,299.59,300.12,NG,6,300.0,300.12
[SIL],300.12,302.09,[SIL],1,300.12,302.09
hello,302.09,302.13,HH,1,302.09,302.1
hello,302.09,302.13,AH,2,302.1,302.11
hello,302.09,302.13,L,3,302.11,302.12
hello,302.09,302.13,OW,4,302.12,302.13
dr,302.13,302.2,D,1,302.13,302.2
[SIL],302.2,302.37,[SIL],1,302.2,302.37
dr,302.37,302.4,R,1,302.37,302.38
dr,302.37,302.4,AY,2,302.38,302.39
dr,302.37,302.4,V,3,302.39,302.4
this,302.4,302.43,DH,1,302.4,302.41
this,302.4,302.43,IH,2,302.41,302.42
this,302.4,302.43,S,3,302.42,302.43
is,302.43,302.45,IH,1,302.43,302.44
is,302.43,302.45,Z,2,302.44,302.45
madame,302.45,302.5,M,1,302.45,302.46
madame,302.45,302.5,AE,2,302.46,302.47
madame,302.45,302.5,D,3,302.47,302.48
madame,302.45,302.5,AH,4,302.48,302.49
madame,302.45,302.5,M,5,302.49,302.5
gazelle,302.5,302.61,G,1,302.5,302.51
gazelle,302.5,302.61,AH,2,302.51,302.52
gazelle,302.5,302.61,Z,3,302.52,302.53
gazelle,302.5,302.61,EH,4,302.53,302.57
gazelle,302.5,302.61,L,5,302.57,302.61
a,302.61,302.62,AH,1,302.61,302.62
[SIL],302.62,303.35,[SIL],1,302.62,303.35
child,303.35,303.43,CH,1,303.35,303.43
[SIL],303.43,303.64,[SIL],1,303.43,303.64
child,303.64,303.66,AY,1,303.64,303.66
[SIL],303.66,303.73,[SIL],1,303.66,303.73
child,303.73,303.88,AY,1,303.73,303.8
child,303.73,303.88,L,2,303.8,303.83
child,303.73,303.88,D,3,303.83,303.88
is,303.88,304.03,IH,1,303.88,303.96
is,303.88,304.03,Z,2,303.96,304.03
ill,304.03,304.44,IH,1,304.03,304.3
ill,304.03,304.44,L,2,304.3,304.44
[SIL],304.44,304.73,[SIL],1,304.44,304.73
don't,304.73,305.07,D,1,304.73,304.84
don't,304.73,305.07,OW,2,304.84,304.96
don't,304.73,305.07,N,3,304.96,305.06
don't,304.73,305.07,T,4,305.06,305.07
[SIL],305.07,305.13,[SIL],1,305.07,305.13
panic,305.13,305.67,P,1,305.13,305.18
panic,305.13,305.67,AE,2,305.18,305.34
panic,305.13,305.67,N,3,305.34,305.41
panic,305.13,305.67,IH,4,305.41,305.54
panic,305.13,305.67,K,5,305.54,305.67
[SIL],305.67,306.08,[SIL],1,305.67,306.08
i'll,306.08,306.32,AY,1,306.08,306.25
i'll,306.08,306.32,L,2,306.25,306.32
[SIL],306.32,306.37,[SIL],1,306.32,306.37
come,306.37,306.74,K,1,306.37,306.46
come,306.37,306.74,AH,2,306.46,306.56
come,306.37,306.74,M,3,306.56,306.74
straight,306.74,307.22,S,1,306.74,306.92
straight,306.74,307.22,T,2,306.92,307.0
straight,306.74,307.22,R,3,307.0,307.09
